Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
0.5049415064154527,0.34837540699138664,1,0,0,-0.01979557715729433,-0.14379992882668732,1,1,-1.213934457288018,1,2,1,2,0.03141133078780467,0,1,2,1,-0.06057824550990011
-0.16282241129609587,-1.3837360532878724,1,2,0,0.6613991013752177,-1.1161102955380136,1,1,0.41145108517868284,2,2,1,0,1.0011994733813825,0,0,1,0,-1.6029307236752266
0.6718824858433398,1.5608534291868679,2,2,1,-0.01979557715729433,1.1063133998021608,2,1,0.41145108517868284,2,2,1,1,1.0011994733813825,0,2,2,1,1.7388329790163142
1.5065873829827754,0.7814032720612014,1,2,1,0.6613991013752177,1.5924685831578238,2,1,-0.40124168605466753,2,2,1,0,1.0011994733813825,0,1,1,1,0.9676567399336509
-0.16282241129609587,1.0412199911030902,2,2,1,-0.7009902556898064,-0.6994058526617309,2,1,1.2241438564120333,2,0,1,1,1.0011994733813825,0,0,2,0,0.7105979935727631
-0.16282241129609587,0.6947976990472384,2,2,1,0.6613991013752177,0.9674119188433998,2,1,1.2241438564120333,2,2,1,2,0.03141133078780467,0,2,2,1,0.9676567399336509
1.5065873829827754,0.34837540699138664,2,1,1,-0.01979557715729433,-0.4910536312235896,1,1,-0.40124168605466753,1,2,0,1,-0.938376811805773,0,1,1,1,-0.06057824550990011
0.8388234652712269,-0.1712580310923911,1,0,1,-0.7009902556898064,-1.7411669598524377,2,1,-0.40124168605466753,0,0,1,0,-0.938376811805773,0,1,0,1,-0.31763699187078787
-0.49670437015187013,1.2144311371310161,2,0,0,-0.7009902556898064,0.3423552545289758,0,1,-1.213934457288018,2,1,0,1,-1.9081649543993509,0,0,2,1,0.4535392472118754
0.5049415064154527,1.5608534291868679,2,2,1,0.6613991013752177,-0.2827014097854482,2,1,-1.213934457288018,0,0,1,2,1.9709876159749602,0,1,1,1,1.2247154862945386
-0.49670437015187013,0.0019531149355348125,1,0,0,0.6613991013752177,0.8979611783640193,2,0,2.0368366276453838,2,0,0,1,1.0011994733813825,0,0,1,1,0.19648050085098764
-0.49670437015187013,1.474247856172905,2,0,1,-0.7009902556898064,0.828510437884639,1,1,0.41145108517868284,1,0,0,1,-0.938376811805773,0,1,2,1,0.9676567399336509
0.17105954755967837,0.26176983397742365,2,2,1,0.6613991013752177,1.5230178426784435,1,1,0.41145108517868284,2,2,1,2,1.0011994733813825,0,1,2,1,0.7105979935727631
-1.8322322055749671,0.17516426096346072,2,2,1,0.6613991013752177,-0.21325066930606779,2,1,0.41145108517868284,2,2,0,2,0.03141133078780467,0,2,2,1,-0.31763699187078787
-1.66529122614708,-0.1712580310923911,2,0,1,0.6613991013752177,-0.07434918834730689,2,1,-0.40124168605466753,1,2,0,1,1.0011994733813825,0,2,2,1,-0.5746957382316756
-0.49670437015187013,-1.0373137612320207,2,2,0,0.6613991013752177,-0.35215215026482866,2,1,0.41145108517868284,2,2,0,2,1.0011994733813825,0,1,2,0,-0.8317544845925633
-0.9975273084355315,-1.7301583453437241,2,1,1,2.023788458440242,-0.6994058526617309,1,1,-1.213934457288018,0,2,0,2,0.03141133078780467,0,0,2,1,-1.8599894700361144
0.3380005269875655,-0.8641026152040947,1,2,1,-0.7009902556898064,0.48125673548773673,2,1,-0.40124168605466753,1,0,1,1,0.03141133078780467,0,1,2,0,-0.5746957382316756
-0.8305863290076444,0.0019531149355348125,2,2,1,1.3425937799077299,1.1063133998021608,1,1,1.2241438564120333,1,2,1,2,-0.938376811805773,0,0,1,0,-0.06057824550990011
-1.3314092672913058,-0.4310747501342799,2,0,1,-0.01979557715729433,-1.185561036017394,2,1,1.2241438564120333,2,2,0,2,1.0011994733813825,0,0,2,1,-0.31763699187078787
1.5065873829827754,-0.1712580310923911,2,2,0,-1.3821849342223185,1.6619193236372043,0,1,-1.213934457288018,0,2,1,0,-1.9081649543993509,0,1,1,0,0.4535392472118754
-0.16282241129609587,1.6474590022008309,2,0,0,-0.7009902556898064,0.6201582164464976,2,1,-0.40124168605466753,2,0,1,1,0.03141133078780467,0,1,2,1,1.2247154862945386
0.0041185681317912485,-0.5176803231482429,2,0,0,0.6613991013752177,0.9674119188433998,1,1,-0.40124168605466753,2,2,1,0,-0.938376811805773,0,0,1,0,-0.31763699187078787
-1.498350246719193,-0.1712580310923911,0,2,1,0.6613991013752177,1.7313700641165848,0,1,-0.40124168605466753,1,2,1,1,0.03141133078780467,0,1,1,1,-0.31763699187078787
-0.49670437015187013,-1.2971304802739094,1,0,1,-1.3821849342223185,-0.0048984478679264375,2,1,0.41145108517868284,1,2,1,2,0.03141133078780467,0,1,2,0,-1.088813230953451
0.17105954755967837,-1.5569471993157984,0,1,1,-0.7009902556898064,-1.4633639979349158,0,1,-1.213934457288018,0,0,1,2,0.03141133078780467,0,2,0,1,-0.8317544845925633
-1.1644682878634187,0.9546144180891273,1,2,0,-0.7009902556898064,1.0368626593227803,2,1,-0.40124168605466753,0,2,1,0,-0.938376811805773,1,1,1,0,-0.5746957382316756
0.3380005269875655,0.26176983397742365,0,0,1,-0.7009902556898064,1.314665621240302,2,1,-1.213934457288018,0,2,1,1,-0.938376811805773,0,0,1,1,0.9676567399336509
-0.6636453495797573,0.8680088450751643,2,2,0,-2.0633796127548307,-1.185561036017394,2,1,-0.40124168605466753,1,2,1,1,0.03141133078780467,0,1,1,0,-0.31763699187078787
-0.329763390723983,-1.2105249072599464,0,0,0,-2.0633796127548307,-1.6717162193730573,1,1,0.41145108517868284,1,2,0,1,-0.938376811805773,0,0,2,1,-0.8317544845925633
-0.6636453495797573,0.26176983397742365,1,2,0,-0.7009902556898064,-1.2550117764967745,2,1,-1.213934457288018,0,1,1,2,1.0011994733813825,1,1,2,0,-1.088813230953451
1.8404693418385496,-0.8641026152040947,2,0,1,-0.01979557715729433,-0.6299551121823505,2,1,-0.40124168605466753,0,2,1,0,0.03141133078780467,0,0,2,1,0.4535392472118754
0.0041185681317912485,-0.9507081882180577,2,2,1,0.6613991013752177,1.453567102199063,2,1,0.41145108517868284,2,0,1,2,0.03141133078780467,0,1,2,1,-0.06057824550990011
-0.9975273084355315,-1.7301583453437241,0,2,0,-1.3821849342223185,-1.7411669598524377,2,1,0.41145108517868284,2,2,1,1,0.03141133078780467,0,0,2,0,-1.6029307236752266
0.8388234652712269,-1.2971304802739094,0,2,0,-1.3821849342223185,1.0368626593227803,2,1,0.41145108517868284,2,2,1,2,0.03141133078780467,0,0,1,0,0.19648050085098764
-1.1644682878634187,-0.6908914691761688,1,2,0,-0.7009902556898064,1.2452148807609216,1,1,-0.40124168605466753,1,2,1,0,0.03141133078780467,0,1,2,1,-1.6029307236752266
0.17105954755967837,-1.2971304802739094,2,1,1,-0.01979557715729433,1.1063133998021608,1,1,0.41145108517868284,2,0,1,2,0.03141133078780467,0,1,0,0,-0.8317544845925633
-1.9991731850028542,1.6474590022008309,2,2,0,1.3425937799077299,-1.4633639979349158,1,1,0.41145108517868284,1,2,1,1,1.9709876159749602,0,2,2,0,-0.06057824550990011
-1.3314092672913058,-0.6908914691761688,1,2,1,0.6613991013752177,0.6201582164464976,2,1,-0.40124168605466753,1,2,1,2,1.9709876159749602,0,1,2,0,-1.088813230953451
0.17105954755967837,-1.2971304802739094,1,2,1,-0.7009902556898064,1.5924685831578238,1,1,-0.40124168605466753,2,0,1,0,1.0011994733813825,0,1,2,1,-0.8317544845925633
0.6718824858433398,-1.0373137612320207,0,2,0,0.6613991013752177,-1.324462516976155,1,1,1.2241438564120333,0,0,1,1,-1.9081649543993509,0,0,2,1,-0.06057824550990011
0.17105954755967837,0.34837540699138664,2,2,1,-0.7009902556898064,-1.6022654788936768,1,1,-0.40124168605466753,2,0,1,1,-0.938376811805773,1,0,0,0,-0.5746957382316756
-0.16282241129609587,-1.4703416263018354,1,0,0,-0.01979557715729433,1.314665621240302,2,1,-0.40124168605466753,2,2,0,2,0.03141133078780467,0,1,1,1,-0.8317544845925633
-0.329763390723983,1.2144311371310161,2,0,1,-0.01979557715729433,0.48125673548773673,2,1,1.2241438564120333,2,2,0,0,-0.938376811805773,1,0,2,1,0.7105979935727631
-1.498350246719193,1.5608534291868679,2,2,1,1.3425937799077299,0.48125673548773673,1,1,-0.40124168605466753,2,2,0,2,0.03141133078780467,0,2,0,1,0.19648050085098764
-0.6636453495797573,-0.8641026152040947,2,2,1,0.6613991013752177,1.5924685831578238,2,1,0.41145108517868284,2,2,1,2,0.03141133078780467,0,1,1,1,-0.5746957382316756
-0.49670437015187013,-0.1712580310923911,2,2,1,-0.7009902556898064,0.8979611783640193,2,1,-0.40124168605466753,2,0,0,2,0.03141133078780467,0,0,2,0,0.19648050085098764
1.005764444699114,-1.6435527723297614,2,1,1,-0.7009902556898064,-0.35215215026482866,2,1,0.41145108517868284,1,2,1,2,0.03141133078780467,0,1,1,0,-0.8317544845925633
0.3380005269875655,0.5215865530193126,1,2,1,-0.01979557715729433,-0.21325066930606779,1,1,1.2241438564120333,1,0,1,2,-0.938376811805773,0,1,1,1,0.19648050085098764
-1.8322322055749671,-0.25786360410635406,2,2,0,-1.3821849342223185,-1.2550117764967745,2,1,0.41145108517868284,2,0,1,1,0.03141133078780467,0,1,2,1,-1.088813230953451
0.3380005269875655,-0.7774970421901317,1,2,1,-0.01979557715729433,-0.6994058526617309,1,1,-0.40124168605466753,2,1,1,2,1.0011994733813825,0,0,1,1,-0.8317544845925633
-0.329763390723983,-1.0373137612320207,0,2,0,-0.01979557715729433,-0.21325066930606779,2,1,-1.213934457288018,2,2,1,1,0.03141133078780467,0,0,2,1,-0.8317544845925633
-0.6636453495797573,0.5215865530193126,1,2,1,0.6613991013752177,-0.8383073336204918,2,1,0.41145108517868284,2,2,1,2,1.0011994733813825,0,1,2,1,-0.06057824550990011
0.6718824858433398,-0.25786360410635406,0,1,0,0.6613991013752177,1.453567102199063,2,1,-1.213934457288018,2,2,1,1,0.03141133078780467,0,1,2,0,-0.06057824550990011
1.005764444699114,-1.1239193342459837,2,0,1,-0.01979557715729433,-1.6717162193730573,1,1,0.41145108517868284,0,0,0,1,1.0011994733813825,1,2,0,0,-0.31763699187078787
1.005764444699114,0.6947976990472384,2,0,1,-1.3821849342223185,0.27290451404959537,2,1,-0.40124168605466753,1,0,0,2,1.0011994733813825,0,0,1,1,1.2247154862945386
-0.8305863290076444,0.26176983397742365,2,0,0,-1.3821849342223185,0.9674119188433998,1,0,-0.40124168605466753,2,0,1,1,-0.938376811805773,1,1,2,0,-0.5746957382316756
-0.329763390723983,1.2144311371310161,2,2,1,-0.7009902556898064,0.828510437884639,0,1,-0.40124168605466753,2,2,1,2,1.0011994733813825,0,1,2,1,0.9676567399336509
0.3380005269875655,-1.2971304802739094,0,1,0,0.6613991013752177,0.48125673548773673,2,1,0.41145108517868284,2,0,1,2,-1.9081649543993509,0,2,2,0,-0.31763699187078787
1.005764444699114,0.9546144180891273,2,1,1,0.6613991013752177,-0.2827014097854482,2,1,-1.213934457288018,1,2,0,1,0.03141133078780467,0,1,1,1,0.19648050085098764
-0.49670437015187013,0.6081921260332754,2,2,0,-0.01979557715729433,1.453567102199063,2,1,-0.40124168605466753,0,2,1,0,1.9709876159749602,0,2,2,0,0.7105979935727631
-0.16282241129609587,-1.2971304802739094,2,2,1,2.023788458440242,-0.6299551121823505,1,1,-1.213934457288018,1,2,1,2,0.03141133078780467,0,1,1,1,-1.3458719773143388
-1.1644682878634187,0.6947976990472384,1,0,1,1.3425937799077299,0.8979611783640193,0,1,0.41145108517868284,1,0,0,0,1.0011994733813825,0,2,0,1,0.19648050085098764
-1.1644682878634187,-0.1712580310923911,2,0,1,1.3425937799077299,1.453567102199063,0,1,0.41145108517868284,1,2,1,1,0.03141133078780467,0,0,1,1,-0.06057824550990011
0.8388234652712269,1.5608534291868679,1,0,1,0.6613991013752177,-1.324462516976155,2,0,-1.213934457288018,2,0,0,1,0.03141133078780467,0,2,2,1,0.9676567399336509
